Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SokobanLearning,0.529,3226.349,1.480,260,-1.938
SokobanLearning,0.525,3228.255,1.165,260,-1.938
SokobanLearning,0.528,3230.348,1.366,262,-1.938
SokobanLearning,0.530,3232.468,1.378,260,-1.938
SokobanLearning,0.523,3234.588,1.382,260,-1.938
SokobanLearning,0.527,3236.738,1.400,262,-1.938
SokobanLearning,0.530,3238.857,1.376,260,-1.938
SokobanLearning,0.524,3240.961,1.359,260,-1.938
SokobanLearning,0.522,3243.094,1.392,260,-1.938
SokobanLearning,0.524,3245.268,1.426,262,-1.938
SokobanLearning,0.524,3247.384,1.380,260,-1.938
SokobanLearning,0.526,3249.502,1.372,260,-1.938
SokobanLearning,0.523,3251.654,1.405,262,-1.938
SokobanLearning,0.524,3253.749,1.379,260,-1.938
SokobanLearning,0.521,3255.856,1.388,260,-1.938
SokobanLearning,0.524,3258.014,1.421,262,-1.938
SokobanLearning,0.525,3260.170,1.414,260,-1.938
SokobanLearning,0.528,3262.580,1.375,260,-1.939
SokobanLearning,0.523,3264.733,1.454,260,-1.939
SokobanLearning,0.529,3266.874,1.388,262,-1.939
SokobanLearning,0.524,3269.005,1.392,260,-1.939
SokobanLearning,0.521,3271.132,1.385,260,-1.939
SokobanLearning,0.523,3273.284,1.410,262,-1.939
SokobanLearning,0.526,3275.436,1.413,260,-1.939
SokobanLearning,0.524,3277.566,1.385,260,-1.939
SokobanLearning,0.525,3279.706,1.412,262,-1.939
SokobanLearning,0.526,3281.832,1.386,260,-1.939
SokobanLearning,0.521,3283.964,1.390,260,-1.939
SokobanLearning,0.527,3286.115,1.402,262,-1.939
SokobanLearning,0.524,3288.206,1.365,260,-1.939
SokobanLearning,0.525,3290.352,1.403,260,-1.939
SokobanLearning,0.526,3292.475,1.377,260,-1.939
SokobanLearning,0.522,3294.650,1.420,262,-1.939
SokobanLearning,0.523,3296.734,1.381,260,-1.939
SokobanLearning,0.525,3298.875,1.384,260,-1.939
SokobanLearning,0.525,3301.041,1.414,262,-1.939
SokobanLearning,0.525,3303.175,1.391,260,-1.939
SokobanLearning,0.524,3305.320,1.406,260,-1.939
SokobanLearning,0.524,3307.417,1.379,262,-1.939
SokobanLearning,0.524,3309.559,1.404,260,-1.939
SokobanLearning,0.526,3311.677,1.372,260,-1.939
SokobanLearning,0.525,3313.914,1.511,260,-1.939
SokobanLearning,0.523,3315.858,1.220,262,-1.939
SokobanLearning,0.522,3317.949,1.356,260,-1.939
SokobanLearning,0.522,3320.103,1.404,260,-1.939
SokobanLearning,0.523,3322.254,1.418,262,-1.940
SokobanLearning,0.523,3324.383,1.388,260,-1.940
SokobanLearning,0.522,3326.520,1.377,260,-1.940
SokobanLearning,0.522,3328.673,1.444,262,-1.940
SokobanLearning,0.526,3330.816,1.390,260,-1.940
SokobanLearning,0.521,3332.945,1.385,260,-1.940
SokobanLearning,0.528,3335.161,1.458,260,-1.940
SokobanLearning,0.523,3337.335,1.433,262,-1.940
SokobanLearning,0.525,3339.493,1.410,260,-1.940
SokobanLearning,0.524,3341.605,1.362,260,-1.940
SokobanLearning,0.526,3343.785,1.423,262,-1.940
SokobanLearning,0.528,3345.900,1.398,260,-1.940
SokobanLearning,0.525,3348.024,1.379,260,-1.940
SokobanLearning,0.521,3350.178,1.422,262,-1.940
SokobanLearning,0.523,3352.244,1.344,260,-1.940
SokobanLearning,0.526,3354.387,1.395,260,-1.940
SokobanLearning,0.530,3356.559,1.412,262,-1.940
SokobanLearning,0.522,3358.695,1.398,260,-1.940
SokobanLearning,0.522,3360.831,1.406,260,-1.940
SokobanLearning,0.519,3362.951,1.400,260,-1.940
SokobanLearning,0.521,3365.120,1.417,262,-1.940
SokobanLearning,0.522,3367.246,1.372,260,-1.940
SokobanLearning,0.525,3369.348,1.383,260,-1.940
SokobanLearning,0.522,3371.508,1.410,262,-1.940
SokobanLearning,0.526,3373.658,1.403,260,-1.940
SokobanLearning,0.523,3375.809,1.409,260,-1.940
SokobanLearning,0.521,3377.954,1.428,262,-1.940
SokobanLearning,0.526,3380.099,1.393,260,-1.941
SokobanLearning,0.519,3382.182,1.357,260,-1.941
SokobanLearning,0.527,3384.323,1.396,260,-1.941
SokobanLearning,0.527,3386.504,1.425,262,-1.941
SokobanLearning,0.524,3388.627,1.372,260,-1.941
SokobanLearning,0.523,3390.773,1.407,260,-1.941
SokobanLearning,0.525,3392.928,1.413,262,-1.941
SokobanLearning,0.524,3395.050,1.413,260,-1.941
SokobanLearning,0.525,3397.178,1.379,260,-1.941
SokobanLearning,0.525,3399.339,1.411,262,-1.941
SokobanLearning,0.526,3401.468,1.371,260,-1.941
SokobanLearning,0.527,3403.650,1.427,260,-1.941
SokobanLearning,0.526,3405.814,1.417,260,-1.941
SokobanLearning,0.522,3407.963,1.398,262,-1.941
SokobanLearning,0.521,3410.090,1.415,260,-1.941
SokobanLearning,0.519,3412.206,1.391,260,-1.941
SokobanLearning,0.523,3414.311,1.387,262,-1.941
SokobanLearning,0.523,3416.410,1.372,260,-1.941
SokobanLearning,0.525,3418.550,1.387,260,-1.941
SokobanLearning,0.523,3420.704,1.406,262,-1.941
SokobanLearning,0.528,3422.836,1.392,260,-1.941
SokobanLearning,0.521,3424.989,1.403,260,-1.941
SokobanLearning,0.526,3427.125,1.432,262,-1.941
SokobanLearning,0.527,3429.263,1.394,260,-1.941
SokobanLearning,0.527,3431.409,1.402,260,-1.941
SokobanLearning,0.526,3433.560,1.408,260,-1.941
SokobanLearning,0.525,3435.731,1.419,262,-1.941
SokobanLearning,0.524,3437.866,1.393,260,-1.941
SokobanLearning,0.523,3440.021,1.410,260,-1.941
SokobanLearning,0.523,3442.204,1.434,262,-1.942
SokobanLearning,0.524,3444.310,1.412,260,-1.942
SokobanLearning,0.521,3446.447,1.386,260,-1.942
SokobanLearning,0.528,3448.626,1.416,262,-1.942
SokobanLearning,0.524,3450.765,1.395,260,-1.942
SokobanLearning,0.526,3452.899,1.383,260,-1.942
SokobanLearning,0.526,3455.074,1.422,260,-1.942
SokobanLearning,0.526,3457.234,1.406,262,-1.942
SokobanLearning,0.523,3459.368,1.394,260,-1.942
SokobanLearning,0.523,3461.501,1.391,260,-1.942
SokobanLearning,0.526,3463.650,1.399,262,-1.942
SokobanLearning,0.525,3465.792,1.393,260,-1.942
SokobanLearning,0.523,3467.922,1.389,260,-1.942
SokobanLearning,0.522,3470.089,1.422,262,-1.942
SokobanLearning,0.528,3472.211,1.382,260,-1.942
SokobanLearning,0.525,3474.339,1.385,260,-1.942
SokobanLearning,0.524,3476.502,1.417,260,-1.942
SokobanLearning,0.525,3478.665,1.421,262,-1.942
SokobanLearning,0.524,3480.807,1.396,260,-1.942
SokobanLearning,0.539,3483.071,1.504,260,-1.942
SokobanLearning,0.527,3485.306,1.479,262,-1.942
SokobanLearning,0.524,3487.458,1.410,260,-1.942
SokobanLearning,0.521,3489.600,1.394,260,-1.942
SokobanLearning,0.522,3491.788,1.445,262,-1.942
SokobanLearning,0.527,3493.924,1.393,260,-1.942
SokobanLearning,0.524,3496.060,1.399,260,-1.942
SokobanLearning,0.525,3498.247,1.432,262,-1.942
SokobanLearning,0.525,3500.389,1.396,260,-1.942
SokobanLearning,0.523,3502.521,1.386,260,-1.942
SokobanLearning,0.528,3504.683,1.424,260,-1.942
SokobanLearning,0.527,3506.846,1.424,262,-1.942
SokobanLearning,0.523,3508.971,1.410,260,-1.943
SokobanLearning,0.528,3511.117,1.411,260,-1.943
SokobanLearning,0.521,3513.295,1.430,262,-1.943
SokobanLearning,0.523,3515.371,1.344,260,-1.943
SokobanLearning,0.524,3517.506,1.394,260,-1.943
SokobanLearning,0.522,3519.658,1.414,262,-1.943
SokobanLearning,0.520,3521.789,1.388,260,-1.943
SokobanLearning,0.524,3523.942,1.412,260,-1.943
SokobanLearning,0.527,3526.091,1.412,260,-1.943
SokobanLearning,0.525,3528.256,1.410,262,-1.943
SokobanLearning,0.525,3530.392,1.388,260,-1.943
SokobanLearning,0.518,3532.502,1.383,260,-1.943
SokobanLearning,0.520,3534.602,1.392,262,-1.943
SokobanLearning,0.524,3536.739,1.386,260,-1.943
SokobanLearning,0.520,3538.857,1.380,260,-1.943
SokobanLearning,0.526,3541.037,1.439,262,-1.943
SokobanLearning,0.524,3543.202,1.423,260,-1.943
SokobanLearning,0.524,3545.353,1.411,260,-1.943
SokobanLearning,0.523,3547.495,1.401,260,-1.943
SokobanLearning,0.525,3549.635,1.402,262,-1.943
SokobanLearning,0.532,3551.772,1.376,260,-1.943
SokobanLearning,0.527,3553.904,1.396,260,-1.943
SokobanLearning,0.530,3556.165,1.498,262,-1.943
SokobanLearning,0.535,3558.400,1.504,260,-1.943
SokobanLearning,0.534,3560.615,1.465,260,-1.943
SokobanLearning,0.528,3562.831,1.452,262,-1.943
SokobanLearning,0.521,3564.953,1.403,260,-1.943
SokobanLearning,0.523,3567.088,1.404,260,-1.943
SokobanLearning,0.524,3569.231,1.405,262,-1.943
SokobanLearning,0.523,3571.372,1.395,260,-1.943
SokobanLearning,0.522,3573.520,1.409,260,-1.943
SokobanLearning,0.525,3575.637,1.397,260,-1.944
SokobanLearning,0.526,3577.784,1.410,262,-1.944
SokobanLearning,0.524,3579.889,1.385,260,-1.944
SokobanLearning,0.522,3582.021,1.392,260,-1.944
SokobanLearning,0.521,3584.178,1.416,262,-1.944
SokobanLearning,0.523,3586.308,1.392,260,-1.944
SokobanLearning,0.526,3588.463,1.416,260,-1.944
SokobanLearning,0.527,3590.647,1.449,262,-1.944
SokobanLearning,0.522,3592.783,1.390,260,-1.944
SokobanLearning,0.527,3594.913,1.396,260,-1.944
SokobanLearning,0.526,3597.033,1.376,260,-1.944
SokobanLearning,0.525,3599.183,1.406,262,-1.944
SokobanLearning,0.523,3601.298,1.377,260,-1.944
SokobanLearning,0.522,3603.394,1.384,260,-1.944
SokobanLearning,0.525,3605.554,1.414,262,-1.944
SokobanLearning,0.521,3607.720,1.453,260,-1.944
SokobanLearning,0.522,3609.862,1.399,260,-1.944
SokobanLearning,0.519,3612.023,1.411,262,-1.944
SokobanLearning,0.529,3614.174,1.405,260,-1.944
SokobanLearning,0.525,3616.307,1.381,260,-1.944
SokobanLearning,0.525,3618.466,1.424,260,-1.944
SokobanLearning,0.524,3620.626,1.411,262,-1.944
SokobanLearning,0.524,3622.760,1.392,260,-1.944
SokobanLearning,0.521,3624.870,1.389,260,-1.944
SokobanLearning,0.525,3627.042,1.425,262,-1.944
SokobanLearning,0.524,3629.156,1.378,260,-1.944
SokobanLearning,0.524,3631.297,1.391,260,-1.944
SokobanLearning,0.521,3633.471,1.427,262,-1.944
SokobanLearning,0.522,3635.610,1.400,260,-1.944
SokobanLearning,0.527,3637.701,1.378,260,-1.944
SokobanLearning,0.524,3639.837,1.412,262,-1.944
SokobanLearning,0.524,3641.971,1.392,260,-1.944
SokobanLearning,0.530,3644.093,1.374,260,-1.945
SokobanLearning,0.524,3646.238,1.401,260,-1.945
SokobanLearning,0.525,3648.409,1.428,262,-1.945
SokobanLearning,0.522,3650.546,1.388,260,-1.945
SokobanLearning,0.523,3652.678,1.386,260,-1.945
SokobanLearning,0.524,3654.849,1.424,262,-1.945
SokobanLearning,0.523,3656.990,1.408,260,-1.945
SokobanLearning,0.522,3659.128,1.406,260,-1.945
SokobanLearning,0.525,3661.284,1.405,262,-1.945
SokobanLearning,0.524,3663.425,1.393,260,-1.945
SokobanLearning,0.525,3665.555,1.391,260,-1.945
SokobanLearning,0.525,3667.693,1.388,260,-1.945
SokobanLearning,0.523,3669.857,1.423,262,-1.945
SokobanLearning,0.528,3672.274,1.421,260,-1.945
SokobanLearning,0.527,3674.476,1.489,260,-1.945
SokobanLearning,0.526,3676.629,1.409,262,-1.945
SokobanLearning,0.522,3678.777,1.403,260,-1.945
SokobanLearning,0.527,3680.897,1.368,260,-1.945
SokobanLearning,0.521,3683.060,1.422,262,-1.945
SokobanLearning,0.519,3685.187,1.387,260,-1.945
SokobanLearning,0.523,3687.347,1.417,260,-1.945
SokobanLearning,0.525,3689.462,1.410,260,-1.945
SokobanLearning,0.530,3691.629,1.415,262,-1.945
SokobanLearning,0.524,3693.779,1.407,260,-1.945
SokobanLearning,0.524,3695.912,1.398,260,-1.945
SokobanLearning,0.523,3698.085,1.425,262,-1.945
SokobanLearning,0.523,3700.216,1.391,260,-1.945
SokobanLearning,0.523,3702.352,1.382,260,-1.945
SokobanLearning,0.525,3704.514,1.420,262,-1.945
SokobanLearning,0.526,3706.653,1.432,260,-1.945
SokobanLearning,0.523,3708.798,1.401,260,-1.945
SokobanLearning,0.520,3710.947,1.416,262,-1.945
SokobanLearning,0.524,3713.049,1.376,260,-1.945
SokobanLearning,0.527,3715.160,1.376,260,-1.945
SokobanLearning,0.524,3717.299,1.392,260,-1.946
SokobanLearning,0.524,3719.456,1.402,262,-1.946
SokobanLearning,0.523,3721.598,1.414,260,-1.946
SokobanLearning,0.525,3723.718,1.401,260,-1.946
SokobanLearning,0.520,3725.824,1.387,262,-1.946
SokobanLearning,0.524,3727.960,1.379,260,-1.946
SokobanLearning,0.527,3730.098,1.391,260,-1.946
SokobanLearning,0.523,3732.246,1.405,262,-1.946
SokobanLearning,0.521,3734.353,1.379,260,-1.946
SokobanLearning,0.524,3736.483,1.383,260,-1.946
SokobanLearning,0.527,3738.645,1.445,260,-1.946
SokobanLearning,0.529,3740.799,1.409,262,-1.946
SokobanLearning,0.522,3742.933,1.400,260,-1.946
SokobanLearning,0.525,3745.048,1.370,260,-1.946
SokobanLearning,0.528,3747.193,1.393,262,-1.946
SokobanLearning,0.523,3749.336,1.394,260,-1.946
SokobanLearning,0.524,3751.468,1.377,260,-1.946
SokobanLearning,0.525,3753.638,1.414,262,-1.946
SokobanLearning,0.525,3755.755,1.415,260,-1.946
SokobanLearning,0.524,3757.914,1.405,260,-1.946
SokobanLearning,0.522,3760.049,1.392,260,-1.946
SokobanLearning,0.525,3762.208,1.405,262,-1.946
SokobanLearning,0.524,3764.333,1.382,260,-1.946
SokobanLearning,0.518,3766.417,1.375,260,-1.946
SokobanLearning,0.526,3768.593,1.423,262,-1.946
SokobanLearning,0.524,3770.719,1.396,260,-1.946
SokobanLearning,0.521,3772.796,1.368,260,-1.946
SokobanLearning,0.518,3774.891,1.380,262,-1.946
SokobanLearning,0.523,3777.032,1.399,260,-1.946
SokobanLearning,0.525,3779.164,1.394,260,-1.946
SokobanLearning,0.523,3781.320,1.410,262,-1.946
SokobanLearning,0.525,3783.470,1.398,260,-1.946
SokobanLearning,0.528,3785.599,1.394,260,-1.946
SokobanLearning,0.523,3787.721,1.401,260,-1.946
SokobanLearning,0.524,3789.844,1.378,262,-1.946
SokobanLearning,0.526,3791.978,1.385,260,-1.947
SokobanLearning,0.518,3794.085,1.384,260,-1.947
SokobanLearning,0.525,3796.238,1.401,262,-1.947
SokobanLearning,0.523,3798.348,1.388,260,-1.947
SokobanLearning,0.524,3800.477,1.379,260,-1.947
SokobanLearning,0.524,3802.640,1.414,262,-1.947
SokobanLearning,0.523,3804.789,1.403,260,-1.947
SokobanLearning,0.526,3806.928,1.390,260,-1.947
SokobanLearning,0.519,3809.074,1.410,260,-1.947
SokobanLearning,0.523,3811.227,1.410,262,-1.947
SokobanLearning,0.526,3813.387,1.418,260,-1.947
SokobanLearning,0.528,3815.552,1.411,260,-1.947
SokobanLearning,0.526,3817.771,1.472,262,-1.947
SokobanLearning,0.525,3819.950,1.432,260,-1.947
SokobanLearning,0.530,3822.110,1.414,260,-1.947
SokobanLearning,0.527,3824.262,1.406,262,-1.947
SokobanLearning,0.524,3826.378,1.377,260,-1.947
SokobanLearning,0.525,3828.538,1.424,260,-1.947
SokobanLearning,0.525,3830.675,1.395,260,-1.947
SokobanLearning,0.524,3832.831,1.411,262,-1.947
SokobanLearning,0.524,3834.977,1.403,260,-1.947
SokobanLearning,0.524,3837.132,1.422,260,-1.947
SokobanLearning,0.522,3839.278,1.385,262,-1.947
SokobanLearning,0.521,3841.434,1.424,260,-1.947
SokobanLearning,0.521,3843.573,1.391,260,-1.947
SokobanLearning,0.522,3845.723,1.407,262,-1.947
SokobanLearning,0.521,3847.872,1.408,260,-1.947
SokobanLearning,0.524,3850.003,1.385,260,-1.947
SokobanLearning,0.524,3852.158,1.409,262,-1.947
SokobanLearning,0.524,3854.309,1.400,260,-1.947
SokobanLearning,0.523,3856.454,1.399,260,-1.947
SokobanLearning,0.526,3858.579,1.375,260,-1.947
SokobanLearning,0.527,3860.751,1.432,262,-1.947
SokobanLearning,0.527,3862.892,1.392,260,-1.947
SokobanLearning,0.529,3865.014,1.382,260,-1.947
SokobanLearning,0.523,3867.166,1.404,262,-1.947
SokobanLearning,0.524,3869.306,1.402,260,-1.948
SokobanLearning,0.523,3871.453,1.409,260,-1.948
SokobanLearning,0.525,3873.570,1.403,262,-1.948
SokobanLearning,0.521,3875.716,1.403,260,-1.948
SokobanLearning,0.522,3877.878,1.428,260,-1.948
SokobanLearning,0.521,3880.001,1.372,260,-1.948
SokobanLearning,0.525,3882.161,1.418,262,-1.948
SokobanLearning,0.520,3884.295,1.391,260,-1.948
SokobanLearning,0.521,3886.402,1.387,260,-1.948
SokobanLearning,0.519,3888.504,1.390,262,-1.948
SokobanLearning,0.522,3890.666,1.419,260,-1.948
SokobanLearning,0.525,3892.799,1.389,260,-1.948
SokobanLearning,0.524,3894.947,1.411,262,-1.948
SokobanLearning,0.524,3897.082,1.385,260,-1.948
SokobanLearning,0.524,3899.210,1.388,260,-1.948
SokobanLearning,0.525,3901.353,1.415,260,-1.948
SokobanLearning,0.526,3903.520,1.421,262,-1.948
SokobanLearning,0.520,3905.652,1.385,260,-1.948
SokobanLearning,0.526,3907.789,1.393,260,-1.948
SokobanLearning,0.524,3909.959,1.428,262,-1.948
SokobanLearning,0.531,3912.109,1.396,260,-1.948
SokobanLearning,0.525,3914.209,1.385,260,-1.948
SokobanLearning,0.526,3916.381,1.427,262,-1.948
SokobanLearning,0.525,3918.527,1.422,260,-1.948
SokobanLearning,0.524,3920.629,1.389,260,-1.948
SokobanLearning,0.523,3922.777,1.408,262,-1.948
SokobanLearning,0.524,3924.902,1.390,260,-1.948
SokobanLearning,0.527,3927.037,1.390,260,-1.948
SokobanLearning,0.531,3929.192,1.405,260,-1.948
SokobanLearning,0.533,3931.450,1.508,262,-1.948
SokobanLearning,0.526,3933.651,1.475,260,-1.948
SokobanLearning,0.527,3935.775,1.402,260,-1.948
SokobanLearning,0.524,3937.913,1.385,262,-1.948
SokobanLearning,0.526,3940.061,1.395,260,-1.948
SokobanLearning,0.520,3942.151,1.366,260,-1.948
SokobanLearning,0.523,3944.282,1.388,262,-1.948
SokobanLearning,0.524,3946.440,1.411,260,-1.948
SokobanLearning,0.523,3948.564,1.377,260,-1.949
SokobanLearning,0.525,3950.692,1.399,260,-1.949
SokobanLearning,0.523,3952.854,1.417,262,-1.949
SokobanLearning,0.526,3954.999,1.395,260,-1.949
SokobanLearning,0.527,3957.143,1.400,260,-1.949
SokobanLearning,0.522,3959.283,1.401,262,-1.949
SokobanLearning,0.523,3961.432,1.402,260,-1.949
SokobanLearning,0.522,3963.569,1.389,260,-1.949
SokobanLearning,0.519,3965.732,1.426,262,-1.949
SokobanLearning,0.523,3967.833,1.394,260,-1.949
SokobanLearning,0.524,3969.988,1.402,260,-1.949
SokobanLearning,0.525,3972.117,1.385,260,-1.949
SokobanLearning,0.524,3974.285,1.426,262,-1.949
SokobanLearning,0.524,3976.442,1.420,260,-1.949
SokobanLearning,0.524,3978.570,1.387,260,-1.949
SokobanLearning,0.522,3980.726,1.419,262,-1.949
SokobanLearning,0.527,3982.878,1.413,260,-1.949
SokobanLearning,0.523,3984.974,1.382,260,-1.949
SokobanLearning,0.524,3987.071,1.388,262,-1.949
SokobanLearning,0.524,3989.212,1.393,260,-1.949
SokobanLearning,0.524,3991.377,1.421,260,-1.949
SokobanLearning,0.523,3993.524,1.413,262,-1.949
SokobanLearning,0.524,3995.691,1.422,260,-1.949
SokobanLearning,0.524,3997.811,1.369,260,-1.949
SokobanLearning,0.527,3999.920,1.404,260,-1.949
SokobanLearning,0.523,4002.075,1.421,262,-1.949
SokobanLearning,0.524,4004.221,1.405,260,-1.949
SokobanLearning,0.528,4006.365,1.389,260,-1.949
SokobanLearning,0.521,4008.524,1.409,262,-1.949
SokobanLearning,0.524,4010.663,1.396,260,-1.949
SokobanLearning,0.525,4012.802,1.394,260,-1.949
SokobanLearning,0.524,4014.960,1.421,262,-1.949
SokobanLearning,0.522,4017.079,1.424,260,-1.949
SokobanLearning,0.522,4019.219,1.394,260,-1.949
SokobanLearning,0.527,4021.366,1.389,260,-1.949
SokobanLearning,0.522,4023.529,1.419,262,-1.949
SokobanLearning,0.527,4025.682,1.408,260,-1.949
SokobanLearning,0.525,4027.827,1.405,260,-1.949
SokobanLearning,0.519,4029.963,1.403,262,-1.949
SokobanLearning,0.524,4032.093,1.395,260,-1.950
SokobanLearning,0.523,4034.136,1.346,260,-1.950
SokobanLearning,0.523,4036.281,1.414,262,-1.950
SokobanLearning,0.526,4038.428,1.407,260,-1.950
SokobanLearning,0.525,4040.565,1.397,260,-1.950
SokobanLearning,0.523,4042.708,1.390,260,-1.950
SokobanLearning,0.525,4044.875,1.420,262,-1.950
SokobanLearning,0.524,4047.008,1.390,260,-1.950
SokobanLearning,0.522,4049.117,1.415,260,-1.950
SokobanLearning,0.521,4051.229,1.407,262,-1.950
SokobanLearning,0.524,4053.350,1.381,260,-1.950
SokobanLearning,0.524,4055.484,1.385,260,-1.950
SokobanLearning,0.522,4057.633,1.405,262,-1.950
SokobanLearning,0.524,4059.773,1.387,260,-1.950
SokobanLearning,0.523,4061.918,1.400,260,-1.950
SokobanLearning,0.520,4064.081,1.417,262,-1.950
SokobanLearning,0.522,4066.193,1.417,260,-1.950
SokobanLearning,0.518,4068.302,1.385,260,-1.950
SokobanLearning,0.522,4070.419,1.370,260,-1.950
SokobanLearning,0.524,4072.566,1.400,262,-1.950
SokobanLearning,0.524,4074.695,1.393,260,-1.950
SokobanLearning,0.521,4076.830,1.387,260,-1.950
SokobanLearning,0.518,4078.925,1.382,262,-1.950
